date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:54	123945/123945	---M--	200	added ('OK')	image/png	etag:%221e429-6568aade-7ddaba00727830eb;;;%22	https://amoghhealthcare.fun/assets/images/footer-product.png	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/images/footer-product.png	(from https://amoghhealthcare.fun/)
12:44:54	8604/8604	---M--	200	added ('OK')	image/png	etag:%22219c-6568aadd-4213096283a44550;;;%22	https://amoghhealthcare.fun/assets/images/cart.png	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/images/cart.png	(from https://amoghhealthcare.fun/)
12:44:54	95997/95997	---M-Z	200	added ('OK')	application/x-javascript	etag:%22176fd-6568aae1-91cc07b5ed3c4b4a;gz%22	https://amoghhealthcare.fun/assets/js/jquery.1.11.3.min.js	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/js/jquery.1.11.3.min.js	(from https://amoghhealthcare.fun/)
12:44:55	36822/36822	---M-Z	200	added ('OK')	application/x-javascript	etag:%228fd6-6568aae1-f4d4843cda902c0f;gz%22	https://amoghhealthcare.fun/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/js/bootstrap.min.js	(from https://amoghhealthcare.fun/)
12:44:55	4831/4831	---M-Z	200	added ('OK')	text/css	etag:%2212df-6568aae1-f4b8664bc43d2f5d;gz%22	https://amoghhealthcare.fun/assets/js/owlcarousel/owl.carousel.css	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/js/owlcarousel/owl.carousel.css	(from https://amoghhealthcare.fun/)
12:44:55	82221/82221	---M-Z	200	added ('OK')	application/x-javascript	etag:%221412d-6568aae1-6afda02e327b544c;gz%22	https://amoghhealthcare.fun/assets/js/owlcarousel/owl.carousel.js	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/js/owlcarousel/owl.carousel.js	(from https://amoghhealthcare.fun/)
12:44:56	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-6568aad9-67a943974fc84a40;gz%22	https://amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.eot	(from https://amoghhealthcare.fun/assets/css/bootstrap.min.css)
12:44:56	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-6568aada-b327df4b8c174868;gz%22	https://amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regulard41d.eot?	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regulard41dd41d.eot	(from https://amoghhealthcare.fun/assets/css/bootstrap.min.css)
12:44:56	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22466c-6568aada-ea610e457c26d8a3;;;%22	https://amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.woff2	(from https://amoghhealthcare.fun/assets/css/bootstrap.min.css)
12:44:56	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-6568aada-a6dcee705a7ae8c7;;;%22	https://amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/AMGNEW/amoghhealthcare.fun/assets/fonts/glyphicons-halflings-regular.woff	(from https://amoghhealthcare.fun/assets/css/bootstrap.min.css)
